Connectivity System,AGL Enablement Date,Type,Property Manager Code,SF Account Name,SF Account ID,Comment,Last time we got a property
RentalsUnited,2024-08-29,PMSC,Locatour,VR_PM Locatour,0010y00001iSPp8AAG,,2024-11-25
RentalsUnited,2024-08-29,PMSC,LondonBasePropertiesLTD,VR_PM London Base Properties LTD,0010y00001kHClqAAG,,NEVER
RentalsUnited,2024-08-29,PMSC,LoveSud,VR_PM LoveSud,0010y00001a2wN1AAI,,2020-02-06
RentalsUnited,2024-08-29,PMSC,LudernaApartamentos,VR_PM Luderna Apartamentos,0010y00001hlNLdAAM,,2021-04-26
RentalsUnited,2024-08-29,PMSC,LuxuryRentalsMadrid,VR_PM Luxury Rentals Madrid,0010y00001jDWkGAAW,,2021-11-22
RentalsUnited,2024-08-29,PMSC,LUXURYVILLASANDHOMES,VR_PM LUXURY VILLAS AND HOMES,0010y00001a3pdqAAA,,2025-02-06
RentalsUnited,2024-08-29,PMSC,MallorcaFarmhouses,VR_PM Mallorca Farmhouses,0010y00001ga55ZAAQ,,2019-09-18
RentalsUnited,2024-08-29,PMSC,MarbellaLane,VR_PM Marbella Lane,0010y00001c3MCfAAM,,2025-03-31
RentalsUnited,2024-08-29,PMSC,MasterSuites,VR_PM Master Suites,0010y00001lTlmpAAC,,2020-05-04
RentalsUnited,2024-08-29,PMSC,McGrathEstateAgentsCoffsHarbour,VR_PM McGrath Estate Agents Coffs Harbour (inactive),0010y00001kJsPOAA0,,2023-03-09
RentalsUnited,2024-08-29,PMSC,MHBPropertyManagementInc,VR_PM MHB Property Management Inc,0010y00001oBYoyAAG,,2020-10-19
RentalsUnited,2024-08-29,PMSC,MidtownStays,VR_PM Midtown Stays,0010y00001fWq8EAAS,,NEVER
RentalsUnited,2024-08-29,PMSC,MidwayVacations,VR_PM Midway Vacations,0018b00002glVSLAA2,,2024-11-11
RentalsUnited,2024-08-29,PMSC,MNMCompanies,VR_PM MNM Companies,0010y00001aIIqPAAW,,2022-03-18
RentalsUnited,2024-08-29,PMSC,MonopolyManagement,NOT FOUND,NOT FOUND,,2019-02-28
RentalsUnited,2024-08-29,PMSC,MoraddaVacationHomes,VR_PM Moradda Vacation Homes LLC,0010y00001nR16aAAC,,2024-07-15
RentalsUnited,2024-08-29,PMSC,MorganReedGroup,VR_PM Morgan Reed Group,0010y00001f47h3AAA,,NEVER
RentalsUnited,2024-08-29,PMSC,MorzineImmobilier,NOT FOUND,NOT FOUND,,2019-02-25
RentalsUnited,2024-08-29,PMSC,MinnestayLLC,VR_PM Minnestay LLC,0010y00001cqurkAAA,,2024-09-30
RentalsUnited,2024-08-29,PMSC,MtLLivE,VR_PM MTL LIVE,0010y00001d8xwxAAA,,2020-09-07
RentalsUnited,2024-08-29,PMSC,mycityapartments,NOT FOUND,NOT FOUND,,NEVER
RentalsUnited,2024-08-29,PMSC,MyExtraHomeM,VR_PM My Extra Home M,0010y00001a3p7bAAA,,
RentalsUnited,2024-08-29,PMSC,MyPropertyHost,VR_PM My Property Host,0010y00001dvLbDAAU,,NEVER
RentalsUnited,2024-08-29,PMSC,MyVacationHavenLLC,NOT FOUND,NOT FOUND,,2019-02-06
RentalsUnited,2024-08-29,PMSC,NaplesFLVH,VR_PM Naples FL VH,0010y00001ZoMAeAAN,,2021-09-07
RentalsUnited,2024-08-29,PMSC,NetLetProperties,VR_PM NetLet Properties,0010y00001mVkViAAK,,2020-07-20
RentalsUnited,2024-08-29,PMSC,NorthWalesHolidayCottages,VR_PM North Wales Holiday Cottages,0010y00001kzivWAAQ,,2020-09-25
RentalsUnited,2024-08-29,PMSC,OceanDeluxeLLC,VR_PM Ocean Deluxe LLC,0010y00001nj7S1AAI,,2020-09-02
RentalsUnited,2024-08-29,PMSC,OnefinestayEUR,VR_PM OneFineStay,0010y00001aGBRFAA4,,2020-03-12
RentalsUnited,2024-08-29,PMSC,OnefinestayGBP,VR_PM OneFineStay,0010y00001aGBRFAA4,,2025-02-11
RentalsUnited,2024-08-29,PMSC,OnefinestayUSD,VR_PM OneFineStay,0010y00001aGBRFAA4,,2024-07-09
RentalsUnited,2025-07-04,PMSC,OneVacationHomeInc,VR_PM One Vacation Home Inc,0010y00001ip6RGAAY,,
RentalsUnited,2024-08-29,PMSC,OptinestHoldingsPtyLtd,VR_PM Optinest Holdings Pty Ltd,0010y00001cHtEwAAK,,2020-08-03
RentalsUnited,2024-08-29,PMSC,OrangeRoofs,VRPM Orange Roofs,0010y00001aqp3kAAA,,2018-11-19
RentalsUnited,2024-08-29,PMSC,PalmettoVacations,VR_PM Palmetto Vacations,0010y00001a3pKzAAI,,2024-02-22
RentalsUnited,2024-08-29,PMSC,Pama,VR_PM Pama Properties,0010y00001a4dJWAAY,,2019-03-12
RentalsUnited,2024-08-29,PMSC,"ParishPropertyManagement,LLCDBARedamo","VR_PM Parish Property Management, LLC. DBA Redamo",0010y00001lwxrNAAQ,,
RentalsUnited,2024-08-29,PMSC,ParisianHome,VR_PM Parisian Home,0010y00001a3qgwAAA,,2020-03-04
RentalsUnited,2024-08-29,PMSC,ParsonsVillas,NOT FOUND,NOT FOUND,,NEVER
RentalsUnited,2024-08-29,PMSC,PassTheKeysGBP,VR_PM Pass The Keys,0010y00001apFauAAE,,2022-02-04
RentalsUnited,2024-08-29,PMSC,PembrokeshirePropertyManagementLtd,VR_PM Pembrokeshire Property Management Ltd,0010y00001ixKKGAA2,,2025-02-27
RentalsUnited,2024-08-29,PMSC,PetraLuxuryProperties,VR_PM Petra Luxury Properties,NOT FOUND,,2020-02-04
RentalsUnited,2024-08-29,PMSC,PickThePlace,VR_PM PickThePlace,0010y00001ix0KzAAI,,2024-12-17
RentalsUnited,2024-08-29,PMSC,PlumGuide,VR_PM Plum Guide,0010y00001lT129AAC,,2021-07-28
RentalsUnited,2024-08-29,PMSC,PMBO,VR_PM PMBO,0010y00001ix1wUAAQ,,2020-11-26
RentalsUnited,2024-08-29,PMSC,PureservicedLtd,VR_PM Pureserviced Ltd,0010y00001iSaGvAAK,,2025-03-26
RentalsUnited,2024-08-29,PMSC,QualityCottages,VR_PM Quality cottages,0010y00001dkEXtAAM,,NEVER
RentalsUnited,2025-04-30,PMSC,QuaintCottages,VR_PM Quaint Cottages,0010y00001a3pYWAAY,,
RentalsUnited,2024-08-29,PMSC,QuickRealtyLTD,VR_PM Quick Realty LTD,0010y00001ioPHHAA2,,2018-11-16
RentalsUnited,2024-08-29,PMSC,QuickStay,VR_PM QuickStay,0010y00001iSuy8AAC,,2019-12-19
RentalsUnited,2024-08-29,PMSC,RabbuInc,VR_PM Rabbu Inc,0010y00001kHFpOAAW,,2020-02-14
RentalsUnited,2024-08-29,PMSC,RafleysCostadelSol,VR_PM Rafleys Costa del Sol,0010y00001Y9gCuAAJ,,2020-03-12
RentalsUnited,2024-08-29,PMSC,RaineHorneMollymookMilton,VR_PM DALE & SONS PASTORAL PTY. LIMITED (Raine & Horne Mollymook/Milton),0010y00001f4SI6AAM,,2019-07-31
RentalsUnited,2024-08-29,PMSC,RaywhiteNormanville,VR_PM Raywhite Normanville,0010y00001bdo9EAAQ,,2021-05-25
RentalsUnited,2024-08-29,PMSC,RDAglobal,NOT FOUND,NOT FOUND,,2019-10-01
RentalsUnited,2024-08-29,PMSC,RENTALLAKECOMOSRL,VR_PM Rental Lake Como,0010y00001c3MXvAAM,,2025-03-18
RentalsUnited,2024-08-29,PMSC,RentalManagerLLC,VR_PM Rental Manager LLC,0010y00001oBusHAAS,,2023-11-26
RentalsUnited,2024-08-29,PMSC,ResortHomeNetwork,VR_PM Resort Home Network,0010y00001cxC1VAAU,,2022-05-09
RentalsUnited,2024-08-29,PMSC,Rexidence,VR_PM Rexidence Residential,0010y00001aY1A7AAK,,2019-01-24
RentalsUnited,2024-08-29,PMSC,romesweethome,NOT FOUND,NOT FOUND,,2019-05-20
RentalsUnited,2024-08-29,PMSC,RoomBubble,VR_PM Room Bubble,0010y00001eZiLyAAK,,2019-11-21
RentalsUnited,2024-08-29,PMSC,Saferent,VR_PM Saferent,0010y00001bJEuKAAW,,2025-03-29
RentalsUnited,2024-08-29,PMSC,Salcolacumbre,VR_PM Salco la Cumbre,0010y00001dXnJZAA0,,2019-09-17
RentalsUnited,2024-08-29,PMSC,SamsonWaters,VR_PM Samson Waters,0010y00001YAofRAAT,,2022-08-15
RentalsUnited,2024-08-29,PMSC,SeaBreezeVacationLLC,VR_PM SeaBreeze Vacation LLC,0010y00001hznGlAAI,,2020-06-08
RentalsUnited,2024-08-29,PMSC,SeaglassVillageCottages,NOT FOUND,NOT FOUND,,2019-03-06
RentalsUnited,2024-08-29,PMSC,SelectHomesLLCdbaBestBeachGetaways,VR_PM Select Homes LLC dba Best Beach Getaways,0010y00001iyQalAAE,,2022-04-18
RentalsUnited,2024-08-29,PMSC,SemesterBostaden,VR_PM Semester Bostaden,0010y00001dwH8OAAU,,2019-08-20
RentalsUnited,2024-08-29,PMSC,SICBManagement,VR_PM Happy Palm Stays,0010y00001a3osOAAQ,,2024-04-24
RentalsUnited,2024-08-29,PMSC,Sinbad,NOT FOUND,NOT FOUND,,2018-09-04
RentalsUnited,2024-08-29,PMSC,SinbadCuba,NOT FOUND,NOT FOUND,,NEVER
RentalsUnited,2024-08-29,PMSC,SinbadMX,NOT FOUND,NOT FOUND,,2018-06-12
RentalsUnited,2024-08-29,PMSC,SolmarVillasII,VR_PM Solmar Villas II,0010y00001dVj98AAC,,2025-03-19
RentalsUnited,2024-08-29,PMSC,StayDomio,"Domio, Inc. (Stay Domio)",0010y00001rlmxFAAQ,,2020-02-26
RentalsUnited,2024-08-29,PMSC,stayduvet,NOT FOUND,NOT FOUND,,NEVER
RentalsUnited,2024-08-29,PMSC,staygia,NOT FOUND,NOT FOUND,,2019-02-08
RentalsUnited,2024-08-29,PMSC,StayUnique,VR_PM Stay U-nique,0010y00001hrEFeAAM,,2025-02-27
RentalsUnited,2024-08-29,PMSC,StayWithDaveInc,VR_PM StayWithDave Inc,0010y00001lTklDAAS,,2022-03-05
RentalsUnited,2024-08-29,PMSC,StayWithEase,NOT FOUND,NOT FOUND,,2018-11-15
RentalsUnited,2024-08-29,PMSC,STRPropertiesInc,NOT FOUND,NOT FOUND,,2019-03-27
RentalsUnited,2024-08-29,PMSC,SummitCountyMountainRetreats,VR_PM Summit County Mountain Retreats,0011A00001RAOfxQAH,,2025-03-24
RentalsUnited,2024-08-29,PMSC,SummitMountainProperties,VR_PM Summit Mountain Properties,0010y00001ji0svAAA,,NEVER
RentalsUnited,2024-08-29,PMSC,SUNCABOVACATIONS,VR_PM Sun Cabo Vacations,0010y00001kxWnUAAU,,2020-03-23
RentalsUnited,2024-08-29,PMSC,SunParadiseVacationRentalLLC,VR_PM Sun Paradise Vacation Rental LLC,0010y00001kwZQcAAM,,2020-10-29
RentalsUnited,2025-04-29,PMSC,Sweet,VR_PM Sweet,0010y00001bdCzAAAU,,2025-05-01
RentalsUnited,2024-08-29,PMSC,tentrr,NOT FOUND,NOT FOUND,Not found for CORE OTA only for Vrbo,2019-02-25
RentalsUnited,2023-08-29,PMSC,TertataJelasManagement,VR_PM Tertata Jelas Management,0018b00002YHtE5AAL,,
RentalsUnited,2024-08-29,PMSC,ThalassaConsulting,VR_PM Stay Flok (formerly Thalassa Consulting),0010y00001fSf7NAAS,,2021-12-20
RentalsUnited,2024-08-29,PMSC,TheMarcopoloCollectioon,VR_PM The Marco Polo Collection,0010y00001jqN2oAAE,,2024-11-14
RentalsUnited,2024-08-29,PMSC,TheMarucaGroup,NOT FOUND,NOT FOUND,,2019-04-29
RentalsUnited,2024-08-29,PMSC,theredwoods,NOT FOUND,NOT FOUND,,2019-05-30
RentalsUnited,2024-08-29,PMSC,TheTrusteeforLoisBuckettUnitTrust,VR_PM The Trustee for Lois Buckett Unit Trust (Lois Buckett Investments Pty Ltd)  (INACTIVE),0010y00001gZM46AAG,,2019-10-14
RentalsUnited,2024-08-29,PMSC,TheVacationCompanyInc,VR_PM The Vacation Company Inc,0010y00001oAA2NAAW,,2022-09-21
RentalsUnited,2024-08-29,PMSC,ThisIsKalkan,VR_PM This Is Kalkan,0010y00001iyD2dAAE,,2020-01-20
RentalsUnited,2024-08-29,PMSC,TriesteVillas,VR_PM TriesteVillas,0010y00001ZA3IyAAL,,2019-11-29
RentalsUnited,2024-08-29,PMSC,TripKay,VR_PM Tripkay,0010y00001YBPvpAAH,,2021-11-24
RentalsUnited,2024-08-29,PMSC,TriumphMountain,NOT FOUND,NOT FOUND,,NEVER
RentalsUnited,2024-08-29,PMSC,UNAMHolidayLetting,VR_PM UNAM Holiday Letting,0010y00001fcnc7AAA,,2019-10-22
RentalsUnited,2024-08-29,PMSC,UnderTheDoormat,VR_PM Under The Doormat,0010y00001arE0vAAE,,2024-10-17
RentalsUnited,2024-08-29,PMSC,UrbanFlatNorthAmerica,VR_PM Urban Flat  North America,0010y00001d85gtAAA,,2019-11-05
RentalsUnited,2024-08-29,PMSC,UrbanGuest,NOT FOUND,NOT FOUND,"According to conf page this should be the company name : ""10391751 CANADA LTD."" but was not found in SF",2019-09-03
RentalsUnited,2024-08-29,PMSC,Urbeebee,VR_PM Roomerzz,0010y00001c0yhGAAQ,,2020-03-04
RentalsUnited,2024-08-29,PMSC,UrHomeInPhilly,VR_PM UrHomeInPhilly,0010y00001kyiycAAA,,2024-04-27
RentalsUnited,2024-08-29,PMSC,VacationHouseAmericaLLC,VR_PM Vacation House America LLC,0010y00001i0u5fAAA,,2022-04-15
RentalsUnited,2024-08-29,PMSC,VectorTravelUSD,VR_PM Vector Travel,0010y00001a1q4XAAQ,,2023-06-02
RentalsUnited,2024-08-29,PMSC,Veeve,VR_PM Veeve,0010y00001a3pJXAAY,,2020-03-03
RentalsUnited,2024-08-29,PMSC,VHCHospitalityLLC,VR_PM VHC Hospitality LLC,0010y00001a3pJoAAI,,2023-02-07
RentalsUnited,2024-08-29,PMSC,ViennaResidence,NOT FOUND,NOT FOUND,,2018-07-02
RentalsUnited,2024-08-29,PMSC,Villafinca,VR_PM Villafinca,0010y00001XuGHQAA3,,2025-03-10
RentalsUnited,2024-08-29,PMSC,VillaforYouBV,VR_PM Villa for You B.V.,0010y00001nkdngAAA,,2021-01-21
RentalsUnited,2024-08-29,PMSC,VillaGranCanaria,NOT FOUND,NOT FOUND,Not found for CORE OTA only for Vrbo,2021-11-17
RentalsUnited,2024-08-29,PMSC,VillaKey,VR_PM VillaKey,0010y00001a1q5fAAA,,2024-12-17
RentalsUnited,2024-08-29,PMSC,vrsantabarbara,NOT FOUND,NOT FOUND,,2019-02-20
RentalsUnited,2024-08-29,PMSC,VTrips-CarolinaRetreats,VR_PM VTrips - Carolina Retreats,0018b00002jkPsfAAE,,NEVER
RentalsUnited,2024-08-29,PMSC,VTrips-Southern,VR_PM VTrips - Southern Vacation Rentals,0010y00001ZnB3IAAV,,2025-03-26
RentalsUnited,2024-08-29,PMSC,VTrips-TaylorMade,VR_PM VTrips - Taylor-Made Deep Creek Vacations,0018b00001wAhokAAC,,NEVER
RentalsUnited,2024-08-29,PMSC,VTrips-Tybee,VR_PM VTrips - Tybee Vacation Rentals,0018b000024PKKtAAO,,NEVER
RentalsUnited,2024-08-29,PMSC,VTrips-VacationRentalPros,VR_PM VTrips - Vacation Rental Pros Property Management LLC,0010y00001lTwwTAAS,,NEVER
RentalsUnited,2024-08-29,PMSC,WanderJaunt,NOT FOUND,NOT FOUND,"Sf ownership account not found, according to confluence, they went out of business in June 30th, 2022",NEVER
RentalsUnited,2024-08-29,PMSC,WaterfrontHolidayHousesPtyLtd,VR_PM Waterfront Holiday Houses Pty Ltd (INACTIVE),0010y00001fe6GpAAI,,2020-03-30
RentalsUnited,2024-08-29,PMSC,WeRentRentals,VR_PM Dwell,0010y00001emxt5AAA,Spencer Udell changed the account name but never informed us,2025-03-28
RentalsUnited,2024-08-29,PMSC,Winwinnkeeper,VR_PM WinwinnKeeper,0010y00001ZNXOcAAP,,2019-09-25
RentalsUnited,2024-08-29,PMSC,WynwoodHouse,VR_PM Wynwood House,0010y00001kxTxVAAU,,2020-02-10
RentalsUnited,2024-08-29,PMSC,YMAccommodation,VR_PM YM Accommodation,0010y00001ZAPj0AAH,,2019-12-02
RentalsUnited,2024-08-29,PMSC,ZincNoosaRealEstatePtyLtd,VR_PM Zinc Noosa Real Estate Pty Ltd,0010y00001YAqwBAAT,,2020-07-30
RentalsUnited,2024-08-29,PMSC,ZonaMultifamilyLLC,VR_PM Zona Multifamily LLC,0010y00001oYUJlAAO,,NEVER
RentalsUnited,2024-08-29,PMSC,GoodNightStay,VR_PM GoodNight Stay,0018b00002UcgfJAAR,,
Sonder,N/A,PMIS,<blank>,VR_PM Sonder,0010y00001aBaLWAA0,,
SuperControl,N/A,PMSC,BOLTHOLESHIDEAWAYS3944,VR_PM Boltholes and Hideaways,0010y00001i06npAAA,,
SuperControl,N/A,PMSC,CHOICE671,VR_PM Choice Cottages,0010y00001bJX2PAAW,,
SuperControl,N/A,PMSC,CITYPADHOLIDAYLETS625,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,CONNEMARALETTINGS3050,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,CORNWALLSCOTTAGESLTD64,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,GaelHolidayHomes,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,ISLANDHOLIDAYHOMES2601,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,KEYONEHOLIDAYHOMES4206,VR_PM Key One Holiday Home,0010y00001iq59fAAA,,
SuperControl,N/A,PMSC,MASSIMOVILLAS7778,VR_PM Massimo Villas,0010y00001iUCmZAAW,,
SuperControl,N/A,PMSC,MYRENTALHOMES6128,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,NORTHCOASTPROPERTYMA3814,North Coast Property Management,0010y00001sTqYhAAK,,
SuperControl,N/A,PMSC,ORIONHOLIDAYS2941,VR_PM Orion Holidays,0010y00001inRyqAAE,,
SuperControl,N/A,PMSC,Orroland,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,PORTSCATHOHOLIDAYS5909,VR_PM Portscatho Holidays,0010y00001aWn3xAAC,,
SuperControl,N/A,PMSC,QUAYHOLIDAYSLLP20439,VR_PM Quay Holidays,0010y00001a3pYYAAY,,
SuperControl,N/A,PMSC,RENTANIRISHCOTTAGE20139,NOT FOUND,NOT FOUND,,
SuperControl,N/A,PMSC,SMARTHOMERENTALSLTD369,VR_PM Smart Home Rentals,0010y00001ZNafxAAD,,
SuperControl,N/A,PMSC,SuffolkHideaways,VR_PM Suffolk Hideaways,0010y00001ZNaZpAAL,,
SuperControl,N/A,PMSC,SYKES13012,VR_PM Sykes Cottages,0010y00001aGBWUAA4,,
SuperControl,N/A,PMSC,TEN80HOLIDAYS11194,VR_PM TEN80 HOLIDAYS,0010y00001i0wCWAAY,,
SuperControl,N/A,PMSC,THEAMBERLEYHOUSECOTT387,VR_PM Amberley House Cottage Holidays,0010y00001aWn3sAAC,,
SuperControl,N/A,PMSC,THEREDHOUSECOMPANYDI5010,VR_PM The Red House Company,0010y00001c49ncAAA,,
SuperControl,N/A,PMSC,THEUKGREATTRAVELCOMP13462,NOT FOUND,NOT FOUND,,
Travelnest,2024-11-05,PMIS,<blank>,VR_PM Travelnest,0010y00001YBpPQAA1,,
TravelStaytion,2024-10-03,PMIS,<blank>,VR_PM Travelstaytion,0010y00001jCXR1AAO,,
VacayHomeConnect,N/A,PMIS,<blank>,VR_PM VacayHome Connect (PMIS EIDs),0018b00001weZLCAA2,,
VacayHomeConnect,N/A,PMSC,GrandWelcomeFranchisingLLC,VR_PM Grand Welcome Franchising LLC,0010y00001ioeslAAA,,
VacayHomeConnect,N/A,PMSC,MinnestayLLC,VR_PM Minnestay LLC,0010y00001cqurkAAA,,
VacayHomeConnect,N/A,PMSC,PadreGetawaysLLC,VR_PM Padre Getaways LLC,001C000001GQYrPIAX,,
YourRentals,2025-01-28,PMIS,<blank>,VR_PM your.rentals,0010y00001fehB7AAI,,
